doc_id	paragraph_id	ge-fr
22128	78	Vladimir Poutine a compris l'importance du facteur temps dans la compétition des empires. Dans un discours au Russian Valdai Discussion Club en 2021, il a expliqué que dans les prochaines années, il sera décidé qui est le centre du monde et qui est la périphérie. Sa politique ces dernières années montre clairement que lui et ceux qui l'entourent doivent avoir reconnu que cette bataille ne peut pas être gagnée dans l'arène économique. Avec sa répression impitoyable de toute opposition intérieure, avec son soutien massif à la répression des révoltes en Biélorussie et au Kazakhstan et sa déclaration en janvier selon laquelle la Russie ne tolérerait aucune révolution dans l'espace post-soviétique, il était prêt à intensifier la violence interne comme clairement exprimée au monde extérieur.
22128	80	Il est impossible de répondre avec certitude à la question de savoir si la faiblesse économique à long terme de la Russie, dont le caractère du régime de Poutine lui-même est principalement responsable, a constitué le déclencheur final et décisif de la guerre d'agression contre l'Ukraine dans le contexte du facteur temps. Cependant, on peut supposer avec une certaine certitude qu'il s'agissait au moins d'une partie importante du processus de prise de décision et qu'il a probablement alimenté la décision d'entrer en guerre. Parce que si la Russie ne peut pas devenir une superpuissance économique à long terme, alors la violence est le seul moyen d'être une superpuissance. L'agressivité croissante de la politique du régime de Poutine s'explique par la faiblesse économique à long terme d'une part et la grande prétention russe à la puissance mondiale d'autre part.
22128	82	Mais pas seul ! La croyance en une mission historique d'un grand empire russe envers « l'Occident décadent », profondément enracinée dans la classe dirigeante russe et dans Poutine lui-même, inclut toujours l'Ukraine. Non seulement pour des raisons pseudo-historiques, mais aussi parce que, comme on le sait, la Russie sans l'Ukraine est un grand pays, mais pas un empire. Mais le rêve impérial est bien plus grand...
22128	84	L'affirmation de Poutine selon laquelle l'annexion et la colonisation violentes des pays baltes par l'Union soviétique à la suite du pacte Hitler-Staline se sont déroulées conformément au droit international en vigueur s'applique également à tous les autres peuples de la prison russo-soviétique des nations qui, comme La Moldavie (la Besarabie tsariste et roumanophone volée à Staline) ou l'indépendance de la Géorgie vis-à-vis de la Russie en 1991, n'augurent rien de bon. En outre, l'assistant de Poutine, Dmitri Medvedev, a annoncé lorsqu'il était président que la Russie avait le droit d'intervenir partout où vivaient des Russes de souche. Et cela s'applique à toutes les anciennes républiques soviétiques, y compris celles qui sont maintenant membres de l'UE et de l'OTAN.
22128	86	Les projets de traités soumis par la Russie aux États-Unis et à l'OTAN en décembre 2021, qui exigeaient le renversement de l'OTAN en Europe de l'Est, indiquent plus que clairement que la Russie cherche également à reprendre le contrôle des pays de l'ancien traité de Varsovie en Europe de l'Est. Les ambitions révisionnistes du néo-impérialisme russe ont le potentiel pour plus de guerres. Mais ce sont aussi des raisons de la fuite par peur de ces pays sous l'aile des États-Unis et de l'Occident. Les possibilités limitées pour le régime de Poutine d'atteindre ses objectifs politiques dans les « pays étrangers proches » et en Europe de l'Est par l'hégémonie économique ou même culturelle et sa peur des mouvements de masse rendent ce régime si agressif et dangereux.
22129	3	L'Occident a décidé de porter un nouveau coup aux revenus de la Russie et d'interdire les exportations d'or. Quatre pays - la Grande-Bretagne, les États-Unis, le Canada et le Japon - ont annoncé un tel embargo. L'Allemagne et la France ont manifesté leur soutien à ces sanctions, issues de la réunion du G7. Cependant, ils ne peuvent pas les adopter seuls car ils doivent discuter de la question avec d'autres membres de l'UE. Très probablement, l'imposition par l'UE d'un embargo sur l'or à la Russie n'est qu'une question de temps nécessaire pour accomplir les formalités.
22129	5	"Le président américain Joe Biden assure que ce sera un coup dur pour le commerce extérieur de la Russie. Le secrétaire d'Etat américain Anthony Blinken a déclaré qu'il s'agissait ""du deuxième produit d'exportation le plus lucratif de la Russie après l'énergie"". Blinken estime que l'interdiction des pays du G7 sur les importations d'or en provenance de Russie coûterait au pays 19 milliards de dollars par an en revenus."
22129	7	"Selon les données de 2021, la Russie a vendu 301 tonnes sur les marchés étrangers aux prix actuels d'une valeur de 19 milliards de dollars. Selon les analystes de Freedom Finance, la majeure partie de l'or russe - 90 % - a été achetée par le Royaume-Uni l'année dernière pour 15,4 milliards de dollars (Londres étant le plus grand centre commercial de métaux précieux avec New York). Toujours en Europe, l'or russe a été acheté par la Suisse pour 422 millions de dollars et l'Allemagne pour 318 millions de dollars. De plus, de l'or d'une valeur totale de 1,134 milliard de dollars a été acheté à d'autres importateurs de pays ""amis""."
22129	9	Il est intéressant que le collectif West ait annoncé avec tant de véhémence une nouvelle répression des revenus russes, alors qu'en fait l'interdiction de commerce de l'or russe à Londres remonte à mars 2022.
22129	11	Cela s'est produit lorsque la London Precious Metals Association a révoqué la certification internationale des lingots d'or russes lorsque les lingots ont été estampillés comme conformes à l'échantillon et admis sur le marché international. Depuis lors, nous n'avons plus expédié de lingots d'or en Europe, au Canada ou aux États-Unis,
22129	13	dit Alexei Vyazovsky, vice-président de Gold Coin House.
22129	15	Alors pourquoi les pays du G7 ont-ils fait tant d'histoires pour imposer formellement des sanctions ?
22129	17	"C'est d'abord l'occasion d'ajouter du poids à la réunion du G7. Ce serait une ""dommage"" pour les politiciens de ne pas mentionner la question de la Russie et de ne pas punir la Russie de quelque manière que ce soit. Et trouver une nouvelle punition qui soit bruyante mais qui ne détruise pas davantage les économies des pays développés n'est plus aussi simple."
22129	19	"Deuxièmement, cela pourrait être une décision intelligente pour punir d'autres pays. ""Il est possible qu'une telle déclaration ait été faite au niveau du G7 afin de placer d'autres pays sous sanctions secondaires"", n'exclut pas Vyazovsky."
22129	21	Compte tenu de la formalité des sanctions officielles, le coup porté à la Russie n'est peut-être pas aussi grave que les États-Unis tentent de le dépeindre.
22129	23	"D'une part, les revenus des exportations d'or sont en fait substantiels. La Russie gagne même moins grâce aux exportations d'armes - 13 milliards de dollars en 2020. Et pourtant, mesuré par rapport aux revenus totaux, ce n'est pas une part critique. Même l'exportation de produits agro-industriels représente une somme d'argent beaucoup plus importante - en 2021, elle était de 34 milliards de dollars. Et les recettes totales d'exportation de la Russie l'année dernière se sont élevées à 498 milliards de dollars. ""En 2021, les revenus des ménages provenant des exportations d'or étaient d'environ 7,57 %, cette année, ils seraient d'environ 5,35 %, en tenant compte des variations du taux de change du dollar"", ont calculé les analystes de Freedom Finance."
22129	25	De plus, la Russie a toutes les chances de détourner les exportations d'or de l'ouest vers l'est. Viazovsky :
22129	27	La Russie constate déjà une reprise du commerce de l'or avec les Émirats arabes unis. Nous livrons maintenant des lingots d'or en vrac à Dubaï. L'Inde et la Chine les rejoindront bientôt.
22129	29	Dubaï est probablement devenue une plaque tournante du commerce de l'or russe, où il peut être acheté par quiconque le souhaite.
22129	31	L'expert fait un parallèle avec la vente du pétrole russe, dont l'Inde est soudainement devenue le principal acheteur. Les Indiens achètent le pétrole russe avec une remise d'environ 30 dollars sur le prix du marché mondial et peuvent ensuite l'utiliser pour leurs propres besoins ou le revendre à d'autres au prix du marché et en tirer de l'argent.
22129	33	Vyazovsky est convaincu que l'Inde et la Chine - les deux plus grands consommateurs d'or - deviendront également des acheteurs actifs d'or russe, tout comme les Émirats arabes unis :
