doc_id	paragraph_id	ge-po
22125	29	Nikt nie będzie twierdził, że sytuacja jest łatwa, ponieważ bank, w którym pracuję, został ukarany. Ale nie ma mowy o zwalnianiu pracowników nowo zatrudnionych lub tych, którzy są z firmą od wielu lat. To samo dotyczy wynagrodzeń. Prawdopodobnie nie ma nadziei na podwyżkę płac w najbliższej przyszłości, ale nie oczekuj jeszcze cięć miesięcznych wynagrodzeń i premii, mówi Roman.
22125	31	W takiej sytuacji oczywiste jest, że praca w spółkach państwowych daje znacznie większą stabilność niż zatrudnienie w firmach europejskich czy amerykańskich, z których wiele pozostawia pracowników całkowicie nieświadomych swojej przyszłości.
22125	33	Ostatni raz byłem w biurze 4 marca. Od prawie trzech miesięcy pracuję z domu, choć trudno to nazwać pracą – mówi Anna, pracownica jednego z największych europejskich producentów artykułów gospodarstwa domowego.
22125	35	Cóż, moja pensja nadal jest wypłacana, choć nie w całości, i nie ma prawie żadnej pracy do wykonania poza wysyłaniem dokumentów, organizowaniem spotkań Zoom ze współpracownikami i tak dalej. Ale najbardziej boję się nieznanego. Wszyscy wiedzą, że pewnego dnia pracownicy mogą zostać zwolnieni raz na zawsze i wszyscy stracą pracę. To wstyd budować karierę przez tyle lat, wspinając się od prostego sprzedawcy do kierownika działu, tylko po to, by zrozumieć, że prawdopodobnie będziesz musiał albo zaczynać od zera, albo stawić czoła ostrej konkurencji, gdy zostaniesz wyrzucony z rynek pracy.
22125	37	Zdaniem analityków, nawet największych firm nie stać na utrzymanie kadry znacznie dłużej niż trzy miesiące. Wiele firm już rozpoczęło sprzedaż swoich oddziałów w Rosji, zdając sobie sprawę, że nie mogą sobie pozwolić na dalsze trwanie w zawieszeniu. Niektóre duże zachodnie firmy sektora finansowego oferowały swoim pracownikom trzymiesięczny kurs przekwalifikowujący z możliwością dalszej pracy za granicą. Ale biorąc pod uwagę stosunek do Rosjan na zachodnim rynku pracy, wielu nie uważa tego za realną opcję.
22125	39	Obiecali mi wypłacać pełną pensję przez następne pół roku i wysłali nas do Dubaju na bezpłatny staż. Ostatecznie te z najlepszymi wynikami zostaną rekomendowane do przeniesienia do biur firmy na całym świecie, wyjaśniła inna kobieta, Anna, pracownica amerykańskiej firmy świadczącej usługi finansowe, która zakończyła działalność w Rosji. „Ale co mam zrobić? Muszę spróbować. Trudno jest znaleźć nową pracę w sektorze finansowym w Rosji. Banki nie zwalniają ludzi, ale też ich nie zatrudniają. Mają, jako moi znajomi rekruterzy powiedzmy, wprowadzono zamrożenie zatrudnienia. Mój mąż musiał rzucić pracę, aby mógł towarzyszyć mi w Dubaju. Zawsze byłam głównym żywicielem naszego małżeństwa. Teraz jest „weź to albo rzuć”, jak to mówią. Albo kontynuuję albo będziemy pracować za granicą, albo wrócimy, obaj wrócą do Rosji i obaj będą bezrobotni”.
22125	41	W rzeczywistości sankcje wobec Rosji zadały największy ból najbardziej wykształconym i najbogatszym grupom ludności kraju: mieszkańcom dużych miast, których życie w znacznie większym stopniu zależało od towarów importowanych, podróży zagranicznych i tak dalej. W związku z tym są to osoby, które najbardziej odczuły utratę Visa czy Mastercard i odejście znanych marek detalicznych. Ale te „straty” nie są krytyczne, a rząd robi wszystko, co w jego mocy, aby zrekompensować niedogodności spowodowane importem równoległym.
22125	43	Mniej zamożna część populacji, która według niektórych nieoficjalnych szacunków stanowi prawie jedną czwartą ludności kraju, jest mniej zależna od importu i znacznie mniej cierpi z powodu tych sankcji.
22125	45	Wiele osób rozumie, że przyczyny obecnych trudności gospodarczych – podobnie jak w 2020 roku – mają przede wszystkim charakter zewnętrzny, a po drugie nie mają nic wspólnego z negatywnymi siłami ekonomicznymi czy rynkowymi. To powiedziawszy, trudności nie wynikają z załamania się krajowych rynków finansowych ani skutków krajowych cykli gospodarczych. W 2020 roku Rosja stanęła w obliczu przymusowego zamknięcia biznesu i życia publicznego z powodu pandemii COVID-19. Dziś kraj ten jest sankcjonowany przez wiodące światowe ośrodki gospodarcze za radzenie sobie z tym, co eksperci nazywają „ryzykiem geopolitycznym”.
22125	47	Poparcia dla polityki rządu nie podyktowane są czynnikami ekonomicznymi, a raczej zrozumieniem, że obecnie toczący się konflikt toczy się mniej między Rosją a Ukrainą, a bardziej między Rosją a tzw. „kolektywnym Zachodem”. Wielu uważa, że ​​sankcje zostałyby nałożone na Rosję niezależnie od jej zachowania, ponieważ Zachód „chce osłabić Rosję”. To silne przekonanie, wyrażane nie raz przez prezydenta Putina, w dużej mierze opiera się na nieufności wobec polityki zagranicznej USA. Socjologowie zauważają taką nieufność od późnych lat 90., kiedy NATO zaczęło rozszerzać się na wschód.
22125	49	Na początku lat 90., po rozpadzie ZSRR, w Rosji panował wielki entuzjazm dla zacieśniania więzi ze Stanami Zjednoczonymi. Wielu Rosjan wierzyło, że oba kraje i ich narody staną się strategicznymi partnerami i niezawodnymi przyjaciółmi, gdy żelazna kurtyna odejdzie w przeszłość.
22125	51	Niestety, do tego partnerstwa i przyjaźni nigdy nie doszło. Nadzieje ustąpiły miejsca rozczarowaniu i podejrzliwości, zwłaszcza po tym, jak NATO bezprawnie zbombardowało Jugosławię, a Stany Zjednoczone rozpoczęły wojny na Bliskim Wschodzie i wycofały się ze wszystkich traktatów o kontroli zbrojeń. Negatywne nastawienie do polityki zagranicznej USA nasiliło się po 2014 roku, kiedy to na Ukrainie miał miejsce rządowy zamach stanu przy wyraźnym wsparciu USA. Im ostrzejsza stała się konfrontacja między Rosją a Stanami Zjednoczonymi od tego czasu, tym wyższe było poparcie dla Putina.
22125	53	Społeczeństwo rosyjskie jest jednak przekonane, że polityka zagraniczna prezydenta nie ma na celu wsparcia wewnętrznego, ale bezpieczeństwo państwa rosyjskiego. W tym sensie można przezwyciężyć trudności gospodarcze.
22125	55	Rząd rozumie, że Rosjanie są gotowi „zacisnąć pasa” i nie boi się przyznać, że czekają ich trudności. Premier Michaił Miszustin powiedział, że gospodarka Rosji znajduje się w „najtrudniejszej sytuacji od 30 lat”. Według banku centralnego kryzys z 2022 r. jest jednym z największych wyzwań, z jakimi boryka się rosyjska gospodarka od lat 90.
22125	57	Kraj spodziewa się spadku PKB nawet o 10 procent w 2022 roku, a ekonomiści szacują, że powrót gospodarki do poziomu z 2021 roku zajmie od pięciu do sześciu lat, przy rocznym wzroście na poziomie 2 procent. A wzrost ten nie jest w żaden sposób gwarantowany. Ekonomiści obawiają się, że do końca tego roku inflacja może sięgnąć 15-20 proc., a bezrobocie sięgnie 8 proc. Najbardziej chroniony przed redukcją będzie jednak sektor publiczny. Realny dochód do dyspozycji Rosjan spadnie o 7 do 8 procent, zanim powróci do obecnego poziomu.
22125	59	Pjotr, 35-letni pracownik firmy informatycznej, nie traci optymizmu i stara się kompleksowo ocenić sytuację: „Rosja prowadzi specjalną operację wojskową, aby zapewnić sobie bezpieczeństwo fizyczne. Sankcje to dobry powód, bezpieczeństwo ekonomiczne „Teraz Rosja ma wyjątkową historyczną okazję do dalszego rozwoju własnego przemysłu i rolnictwa. Kraj może już teraz zapewnić sobie zboże, olej roślinny, ryby, mięso i ziemniaki. Sankcje tylko wzmocnią kraj w przyszłości”.
22125	61	W rzeczywistości dzisiejsze sankcje, w tym te skierowane przeciwko sektorowi transportu i logistyki, mają większy wpływ na rosyjski import niż na eksport. Import spada zarówno pod względem fizycznym, jak i pieniężnym. Biorąc pod uwagę obecne środki kontroli dewizowej, w tym obowiązek eksporterów do sprzedaży części swoich dochodów z wymiany walut, panująca sytuacja rynkowa, w której eksport przewyższa import, bezpośrednio przyczynia się do umocnienia rubla.
22125	63	Kurs wymiany rubla do dolara osiągnął 9 marca najniższy poziom ponad 136 rubli za dolara. Od tego czasu krajowa waluta zyskała na wartości o ponad 100 procent. Zakaz eksportu banknotów dolarowych i euro do Rosji spowodował rozbieżność między kursami bezgotówkowymi i gotówkowymi. Dolar lub euro w gotówce są sprzedawane z premią od 15 do 17 procent w stosunku do kursu bezgotówkowego. Należy jednak zauważyć, że oba kursy walut wykazują ten sam trend wzrostowy od marca.
22125	65	Wprowadzenie kontroli dewizowej odegrało ważną rolę w zmniejszeniu paniki na rynkach i wśród ludności, co zwiększyło zaufanie do marginesu bezpieczeństwa rosyjskiej gospodarki, a nawet obniżyło ceny niektórych importowanych towarów i usług. Ważnym czynnikiem wzrostu popytu na rubla była również decyzja prezydenta, aby zobowiązać kraje europejskie do płacenia za gaz w rublach.
22125	67	Jest jedna grupa ludzi, która bezpośrednio skorzysta na tym wzmocnieniu rosyjskiej waluty, a są nią turyści. Ilja, 42-letni pracownik firmy budowlanej, cieszy się z obniżki cen w swoim ulubionym miejscu wakacyjnym za granicą: „Nasza rodzina składa się z czterech osób. Patrzyliśmy na ceny wycieczki do Turcji w marcu, ale było bardzo drogie i nie pojechaliśmy tam. Ale umocnienie się rubla sprawiło, że wakacje nad morzem były dostępne dla naszej rodziny tego lata ”.
22125	69	Oczywiście przed krajem jeszcze dużo pracy, aby przystosować się do nowych warunków, ale w społeczeństwie panuje zrozumienie, dlaczego doszło do takiej sytuacji. A w świecie dużej niepewności konsensus w podstawowych kwestiach jest już dobrym punktem wyjścia do uruchamiania nowych inicjatyw”.
22127	1	Ambiwalencja wobec reżimu Putina i ukraińskiego ruchu oporu
22127	3	Rosyjska wojna okupacyjna przeciwko ludności ukraińskiej pozostawia głębokie blizny na lewicy, zwłaszcza w krajach niemieckojęzycznych. Część starego ruchu pokojowego oraz lewicowe organizacje i czasopisma kierują się geopolitycznym myśleniem obozowym i wykazują zrozumienie dla interesów bezpieczeństwa rosyjskiego imperializmu. Inne wywodzą się z abstrakcyjnego rozumienia imperialistycznego systemu światowego, że rosyjscy agresorzy i zaatakowana Ukraina, która ostatecznie prowadzi wojnę zastępczą dla NATO, powinni być jednakowo osłabieni. Ci, którzy opierając się na kompleksowym antyimperialistycznym rozumieniu rosyjskiego reżimu, nie tylko uznają opór Ukrainy wobec okupacji za uzasadniony, ale wręcz go popierają, są w mniejszości.
22127	5	Stanowiska przedstawione w tym wkładzie do debaty należą do autora i niekoniecznie muszą odpowiadać stanowisku redakcji Freiheitsliebe.
22127	7	Zamieszanie jest wielkie. Sozialistische Zeitung (SoZ) jest jednym z tych, którzy świętują to zamieszanie z celową ambiwalencją. Na jej łamach można znaleźć obrazowe wywiady z ukraińskimi lewicowcami i doskonałą analizę rosyjskiego imperializmu, ale także manipulacyjną i zniekształconą propagandę na rzecz Putina oraz neokolonialne argumenty na rzecz delegitymizacji ukraińskiego ruchu oporu. Redakcja SoZ sprawia więc wrażenie, że wszystkie te pozycje w równym stopniu przyczyniają się do znalezienia pozycji lewicowej. Do pewnego stopnia częścią tożsamości dzienników neostalinowskich, zakorzenionych w geopolitycznym myśleniu obozowym, jest przyjmowanie bezkrytycznie manipulacyjnej i reakcyjnej propagandy. Niestety, dezorientacja w toku wojny rosyjskiej na Ukrainie skusiła także pisma lewicowe, takie jak SoZ, do przyjęcia takiej praktyki. Na przykładzie SoZ pokazuję w tym artykule, że z kultywowania takiego pluralizmu wynika fundamentalny problem polityczny i strategiczny[1].
22127	9	Między myśleniem obozowym a dyskusją socjalistyczną
22127	11	W marcu 2022 r. Sozialistische Zeitung załączył 50. numer „Zeitung gegen den Krieg” (Gazeta przeciw wojnie). Nosił tytuł „Dlaczego Rosja nie chce wojny”. Dlaczego Zachód podżega do wojny. Dlaczego ruch pokojowy musi się mobilizować”.[2] W ten sposób redaktorzy SoZ narazili się na śmieszność. Teraz, aż do rozpoczęcia wojny 24 lutego, wielu obserwatorów myliło się co do długotrwałych przygotowań rosyjskiego imperializmu do wojny napastniczej. Ale redakcja SoZ nie tylko się myliła, ale także wsparła publikację dodatkiem „Zeitung gegen den Krieg” (Gazeta przeciw wojnie), która tchnie duchem myśli obozu geopolitycznego w każdym artykule. Prawie wszystkie artykuły w taki czy inny sposób bagatelizują charakter rosyjskiego imperializmu. Autorzy troszczą się o rosyjskie interesy bezpieczeństwa, a nie o dobro ludności ukraińskiej. Jeden artykuł broni nawet syryjskiego dyktatora Assada przed rzekomo nieuzasadnioną krytyką. Każdy, kto spodziewał się uzasadnienia, a nawet przeprosin ze strony redakcji za ten dodatek w kolejnym numerze SoZ, liczył na próżno. Redakcja zatuszowała to zażenowanie bezsensownym politycznie frazesem. SoZ nadal wspiera „Zeitung gegen den Krieg” wpisem do druku kolejnego numeru 51. Mimo potępienia rosyjskiej wojny napastniczej, ten numer po raz kolejny chce uczynić stanowisko Rosji zrozumiałym. Jednocześnie przedstawia ukraiński ruch oporu jako nieodpowiedzialny.
22127	13	W kwietniowym numerze redakcja SoZ zastanawia się nad swoimi politycznymi korzeniami i publikuje znakomity artykuł Christopha Wälza o organizacjach socjalistycznych w Rosji oraz interesującą rozmowę z dwoma ukraińskimi socjalistami Denysem Gorbatschem i Denisem Pilaschem. Wywiad z towarzyszem Operacji Solidarność na temat ukraińskiego ruchu oporu w numerze majowym[3] oraz znakomity artykuł Bernda Gehrke o rosyjskim imperializmie z czerwca[4] pomagają czytelnikowi zdobyć nowe spostrzeżenia. Wzbogaceniem jest także szczegółowy wywiad z Wołodymyrem Iszczenką z New Left Review w internetowym wydaniu[5].
22127	15	propagandysta Putina
22127	17	Jednocześnie w majowym numerze redakcja SoZ dała głos autorom, którzy albo otwarcie popierają stanowisko Putina, albo podają w wątpliwość zasadność ukraińskiej obrony. SoZ publikuje trzy artykuły na całej dwustronicowej rozkładówce, z których wszystkie podejmują elementy oficjalnej rosyjskiej argumentacji uzasadniającej wojnę z ludnością ukraińską.
22127	19	Co skłoniło redakcję do wydrukowania długiego artykułu byłego oficera szwajcarskich służb specjalnych, Jacquesa Bauda?[6] SoZ przejęła ten artykuł ze strony internetowej Overton Magazine[7], która regularnie publikuje publikacje broniące reżimu Putina. Oryginalna francuska praca Bauda została opublikowana przez Centre Français de recherche sur le renseignement (CF2R), think tank zajmujący się wywiadem.[8] Jej dyrektor i założyciel Éric Denécé od wielu lat wspiera Putina i dyktatorów Assada w Syrii i Al-Sisiego w Egipcie. W innym artykule Baud usprawiedliwia rosyjskie działania wojenne i przedstawia je – zgodnie z propagandą Putina – jako oczywistą operację obronną ludności w rejonie Donbasu[9].
