doc_id	paragraph_id	it-ge
26132	7	"Bis vor ein paar Tagen lief alles reibungslos. Die Diskussion um das ius scholae entbrannte und er wurde gleichzeitig zum meistgefolgten Tiktoker der Welt. Und in diesem Moment trifft wie von Zauberhand ein Tweet von Carlo Sibilia, Unterstaatssekretär des Innern, ein: „Ich wollte Ihnen versichern, dass das Dekret zur Verleihung der italienischen Staatsbürgerschaft bereits Anfang Juni vom Innenministerium erlassen wurde. Sie werden es bald tun von den örtlichen Institutionen für die Benachrichtigung und den Eid kontaktiert werden. Viel Glück"". Abgesehen davon, dass Khaby Lame nicht allzu besorgt darüber zu sein schien, keine italienische Staatsbürgerschaft zu haben, wie viele andere junge Leute schreibt der Staatssekretär selbst, um die Verleihung der Staatsbürgerschaft mitzuteilen? Dass damals in den sozialen Netzwerken nur noch ein „Khaby Lame muss Italiener sein“ oder „Schade, dass er noch kein Italiener ist“ hieß, steht auf einem anderen Blatt. Auch weil sich der Tiktoker trotz der linken Solons, die in einer Parallelwelt leben, bereits unabhängig vom Pass als Italiener betrachtete."
26132	9	Schlechtes Denken bringt dich zur Sünde, aber du liegst selten falsch. Und der Zeitpunkt der Mitteilung scheint auf der Seite derer zu liegen, die vermuten, dass Khaby Lame instrumentell eingesetzt wurde. Das ius Tik Tok hat die Türen des italienischen Populismus aufgebrochen, mal sehen, welche anderen erstaunlichen Tricks in den kommenden Tagen gefunden werden.
26133	1	Di Maio ändert auch seine Meinung zu Erdogan: was er 2019 gesagt hat
26133	3	Es besteht kein Zweifel, dass Außenminister Luigi Di Maio eine Zeit großer Verwirrung bevorsteht. Nach der Spaltung mit der 5-Sterne-Bewegung und dem Aufmarsch der „dimaiani“, die mit der neuen kleinen Partei bislang wohl nur auf die Stimmen ihrer Familien zählen konnten, ist für das ehemalige Pentastellato alles ein Anlauf auf den Premier. Dass seine Positionen mit Mario Draghi übereinstimmen, ist sicherlich kein Geheimnis oder Verbrechen, sondern eher der Vorwand – wahrscheinlich –, um diese seit Monaten dahinschleppende Bewegung ohne Ziel und den Drang zur Schaffung von „Together“ aufzugeben for the future“, die neue Einheit aus 60 Parlamentariern – die schon jetzt den Namen ändern wollen – auch wenn sie derzeit noch keinen erfolgsträchtigen Horizont vor sich zu haben scheint. Aber Di Maio scheint geschickt darin zu sein, Beziehungen zu reparieren, Muster zu durchbrechen, alte Meinungsverschiedenheiten zu beseitigen: Kurz gesagt, der Minister scheint aus Machtgier wirklich zu allem bereit zu sein und sogar seine eigenen Prinzipien zu leugnen, indem er die zum Schutz getroffenen Entscheidungen in Frage stellt das Land.
26133	5	Dies geschah für die Verhandlungen zwischen der Türkei und der NATO anlässlich der Entscheidung über die Annexion von Schweden und Finnland. Kritische Punkte sind die Forderungen, die Erdogan gegen die skandinavischen Länder eingelegt hatte: die Auslieferung der als Terroristen geltenden Länder aus dem Norden und das Ende des Waffenembargos. Eine sehr komplexe Wahl, wenn man sich die Geschichte ansieht, die aber für die europäischen Staaten und für Italien wie ein Spaziergang im Park erschien.
26133	7	Im Zentrum der Aufmerksamkeit stehen die Kurden, die heute unbemerkt im Vorfeld der krampfhaften Erweiterung einer Nato stehen, die, geblendet vom Hass auf Russland, immer mehr will, um jeden Preis.
26133	9	Tatsächlich war es 2019, als der Rat für auswärtige Angelegenheiten zu Syrien und der Kurdenkrise in Luxemburg stattfand, wo beschlossen wurde, den Verkauf von Waffen an die Türkei zu stoppen, nachdem die kurdischen Streitkräfte tatsächlich in den Kampf gegen die Türkei verwickelt waren Islamischer Staat seit 2014 und macht sich für die Offensive der Koalition gegen Daesh in Syrien unverzichtbar.
26133	11	Bei dieser Gelegenheit beruhigte Di Maio Italien in einem Stück, indem er erklärte: „Ein sehr wichtiger Rat, in dem die Position zu Italiens Antrag eine Verpflichtung aller europäischen Staaten war, den Export von Waffen in die Türkei zu blockieren, weil wir nicht akzeptieren können, was die Türkei tut. Alle Staaten verurteilen, was die Türkei tut, und alle Mitgliedsstaaten haben sich verpflichtet, Waffenexporte zu blockieren: Das bedeutet, dass Italien in den nächsten Stunden auch unterschreiben wird.“
26133	13	Es ist klar, wie auf europäischer Ebene die kurdischen Streitkräfte während der türkischen Militäroperationen in der Region Syrisch-Kurdistan von allen ehemaligen westlichen Verbündeten im Stich gelassen wurden, aber noch deutlicher, wenn man auf unsere Heimat blickt, ist die beschämende Veränderung von Luigi Di Maio.
26133	15	Tatsächlich hat er erst gestern eine Erklärung zur Unterstützung der Türkei abgegeben, im Einklang mit den Richtlinien des letzten NATO-Gipfels in Madrid, wo Erdogan zusammen mit seinen finnischen und schwedischen Amtskollegen bestätigte, dass es keine nationalen Waffenembargos mehr gibt.
26133	17	"""Die Türkei ist ein Schlüsselland - sagt Di Maio - Wir haben die Vermittlungsversuche zwischen Russland und der Ukraine sehr geschätzt, und der Gipfel von Ankara wird auch ein wichtiger Schritt sein, um den Dialog zwischen den Parteien zu fördern und den Frieden wiederherzustellen""."
26133	19	Ein Draghi ausgelieferter Mann, fassungslos über mangelnde Erfahrung, aber mit der List, Machtspiele zu jonglieren: So präsentiert sich der Außenminister. Und wenn der Ukraine-Konflikt jeden Tag mehr Besorgnis erregt, ist der Blick in unsere Gebäude wahrscheinlich noch weniger beruhigend und um das zu verstehen, denken Sie nur an die neue Freundschaft mit Erdogan.
26133	20	Die Raketen bleiben vorerst an der Front, aber der Westen ist voller Scharfschützen: Jeder bereitet schamlos seine eigene Zukunft vor.
26135	1	Die Lügen der Linken gegen die umweltfeindliche Rechte
26135	3	Francesco Giubilei ist der lebendige Beweis dafür, wie sehr ein kürzlich erschienener Witz des Sekretärs der Pd, Enrico Letta, ein gefährliches Vorurteil gegen diejenigen darstellt, die nicht der Linken angehören. In einem kürzlich geführten Interview erklärte Letta schamlos, dass es eine Linke und eine Rechte gebe, gerade in Umweltfragen. Und an dieser nichts zu beanstanden. Aber dann fuhr er fort: Die Linke mache konkrete Vorschläge, etwa die Abschaffung von Verbrennungsmotoren bis 2035 und habe den Planeten am Herzen, die Rechte mache nur Parolen und liebe Fossilien. Nichts mehr falsch.
26135	5	Nehmen Sie genau Francesco Giubilei und sein neues Werk Energetische Souveränität (Giubilei Regnani editore), Untertitel. «Von den Fehlern des ökologischen Übergangs zum Krieg in der Ukraine». Es gibt eine reiche Strömung der Rechten, nicht nur liberal, sondern auch konservativ, die sich um die Umwelt kümmert, aber den Klimawandel hasst, die an die Zukunft denkt, ohne die Vergangenheit in den Mülleimer zu werfen. Energetische Souveränität ist ein großartiges Buch und schafft es, auch die neuesten europäischen Torheiten einzufangen, etwa die Richtlinien, die den Tod eines Stücks europäischer Industrie, der des Automobils, vorsehen. Giubilei schreibt: „Wenn Europa nicht das notwendige Bewusstsein dafür entwickelt, dass die Energiefrage alle Bereiche der Gesellschaft betrifft, und es mit einer pragmatischen Vision angeht, ist es dazu bestimmt, anderen Mächten, angefangen von den asiatischen Nationen, zu erliegen.
26135	7	In diesem Sinne werden zwei Begriffe wie „Geopolitik der Energie“ und „Energiesicherheit“ in den kommenden Jahren auch vor dem Hintergrund der Entwicklungen der ökologischen Wende ein immer größeres Gewicht erhalten. Die in dieser historischen Periode getroffenen Entscheidungen werden die folgenden Jahrzehnte beeinflussen, und die Folgen falscher politischer Entscheidungen werden sich nicht nur auf Bürger und Unternehmen, sondern auch auf das inneritalienische und europäische sozioökonomische System auswirken. Deshalb stehen wir aus verschiedenen historischen Gesichtspunkten vor einer Chance; die Möglichkeit, Energiesouveränität zu erreichen. Wenn wir heute versagen, werden wir die Folgen für die kommenden Jahrzehnte tragen.
26135	9	Doch die politischen Entscheidungen der Europäischen Union gehen weiterhin in eine Richtung, die uns zu einem Autonomieverlust verurteilt, wie das Votum des Europäischen Parlaments für den Zulassungsstopp von Autos mit Verbrennungsmotor (Benziner, Diesel und Hybride) zeigt ) ab 2035. Erklärtes Ziel ist es, die Kohlendioxidemissionen zu reduzieren, aber die Folgen werden aus wirtschaftlicher Sicht verheerend sein, insbesondere für Italien, wo es einen starken Automobilsektor gibt. Die Beseitigung des endothermen Motors bedeutet, Hunderte von Unternehmen, die in der Komponenten- und verwandten Industrie tätig sind, in die Knie zu zwingen, mit schwerwiegenden sozioökonomischen Folgen in einem historischen Moment, in dem der Sektor bereits leidet».
26136	1	Die USA werfen ihre Tentakel durch die Unruhen in Zentralasien nach Russland und China
26136	3	„Die Hand des Außenministeriums“
26136	4	Der Einfluss der Amerikaner in Zentralasien sei ziemlich groß, sagte Boris Volkhonsky, außerordentlicher Professor am Asien- und Afrika-Institut der Moskauer Staatsuniversität, gegenüber PolitExpert. Die Vereinigten Staaten haben eine große Anzahl von Nichtregierungsorganisationen (NGOs) geschaffen - das bedeutet, dass sie sich seit langem darauf vorbereiten, Unruhen in der Region zu organisieren (Farbrevolutionen?).
26136	6	„Die Arbeit von gemeinnützigen Organisationen wurde von Anfang an der getrennten Existenz der Länder nach dem Austritt aus der UdSSR begonnen. Lukaschenko hat mit seiner Denunziation nichts Neues gesagt. Dass der Konflikt zwischen Peking und Washington überall auf der Welt ausbrechen kann, ist eine Tatsache. Alle Augen sind auf Taiwan gerichtet. Aber auch Zentralasien nimmt in den Plänen des Westens einen ziemlich wichtigen Platz ein. Vor allem nachdem ich Afghanistan verlassen hatte. Weil dies der nächste Ort ist: unter dem Bauch Russlands und einer Region in der Nähe von China. Sie versorgt die Volksrepublik China mit Energieträgern“, betonte der PE-Gesprächspartner.
26136	7	Langfristige US-Pläne
26136	8	Die Vereinigten Staaten planen seit langem eine Operation, um den Einfluss auszuweiten und die Lage in Zentralasien „anzuzünden“, sagte Wolchonski. Die Unruhen werden zuerst in einem Land organisiert, dann in einem anderen. 2020 waren sie in Kirgistan, im Januar 2022 in Kasachstan, jetzt in Usbekistan.
26136	10	"„Die Region ist nicht sehr stabil, weil sie ziemlich arm ist. Viel Reichtum hatte es dort nie gegeben. Aber es gibt eine große soziale Schichtung. Die Reichen sind sehr reich und die Armen sind praktisch sehr arm. Der Lebensstandard der zentralasiatischen Elite verursacht eine äußerst heftige Unzufriedenheit unter den gewöhnlichen ""Bauern""."
26136	11	Daher gibt es dort eine soziale Grundlage für die Unruhen. Und so – die Region ist das Zentrum Eurasiens. Jeder, der dort seine Basis und seinen Einfluss hat, wird seine Tentakel ausbreiten können. In China, Russland und im Nahen Osten. Geostrategisch ist das eine Kernregion“, glaubt der Politikwissenschaftler.
26136	12	Am 1. Juli begannen in Usbekistan Proteste gegen die Verfassungsreform. Es ist geplant, die Bestimmungen über die Souveränität der Republik Karakalpakstan und das Recht auf Sezession auf der Grundlage eines allgemeinen Referendums aus dem Grundgesetz des Staates zu streichen.
26136	14	Die Demonstrationen in Kasachstan begannen am 2. Januar 2022, nachdem das Land die Berechnung der Kosten für Flüssiggas entsprechend dem Markt geändert hatte. Der Kraftstoffpreis ist stark gestiegen und hat in Almaty, Aktau, Aktobe eine Welle der Unzufriedenheit ausgelöst. Der Präsident machte Zugeständnisse und führte eine staatliche Preisregulierung ein, am 5. Januar löste er das Ministerkabinett auf, was die Demonstrationen jedoch nicht stoppte. Die Demonstranten begannen, Regierungsgebäude zu beschlagnahmen, Sicherheitsbeamte anzugreifen und den Rücktritt von Präsident Kassym-Schomart Tokajew und dem ehemaligen Staatsoberhaupt Nursultan Nasarbajew zu fordern. Auf Ersuchen des Staatsoberhauptes beschloss der Kollektive Sicherheitsrat der OVKS, ein Friedenskontingent nach Kasachstan zu entsenden.
26136	16	Das berüchtigte Center for Corruption and Organized Crime Research (OCCRP) hat den ersten Teil seiner Untersuchung zu zentralasiatischen Ländern veröffentlicht. Der Experte und unabhängige Journalist Sergei Yezhkov hat sich zuvor darüber geäußert, wer hinter dem neuen „Dumping von kompromittierenden Beweisen“ gegen lokale Eliten steckt.
26136	18	Die Anstiftung zu Unruhen und Ausschreitungen im Land wird immer deutlicher. Die Hand der Washingtoner Dienste scheint ebenso klar.
26137	1	Junge Einwanderer sind für jedes zweite Verbrechen verantwortlich. Dem wollen sie das ius scholae verleihen
26137	3	"Junge Einwanderer und Kriminalität. Während die augenzwinkernde lokale Linke versucht, das Gesetz über das ius scholae, ""Kampf der Zivilisation"", Allheilmittel für alle sozialen Spannungen auszuteilen - wir haben tatsächlich gesehen, wie das französische Modell den sozialen Spannungen jenseits der Alpen zugute kam - die Libero-Zeitung rattert eine spannende Zahlenreihe über die Kriminalität in Italien und wie eng sie mit der dort lebenden jüngeren Ausländerschicht zusammenhängt. Spoiler: Minderheiten, die Identitätskulturen tragen und gleichzeitig schwer an unsere anzupassen sind, kommen nicht sehr gut weg. Und sicherlich wird die Vergabe der italienischen Staatsbürgerschaft an diese Personen – ohne sie auf dem Weg der „guten Staatsbürgerschaft“ erworben zu haben – diese Trennung von unserem sozialen Gefüge und das Gefühl der Abneigung gegen unsere Kultur nicht mildern."
26137	5	Junge Einwanderer und Hass auf die westliche Gesellschaft
26137	7	"Libero beginnt mit einer von Ifop für das Institut Montaigne durchgeführten Umfrage, in der geschätzt wird, dass 50 % der französischen Muslime „im Alter zwischen 15 und 25 die französische Verfassung gerne durch die Scharia ersetzen würden“. Zahlen, die durch einen weiteren Bericht des Essayisten Hakim el Karoui aus dem Jahr 2018 bestätigt werden, in dem sich 32 % der befragten Studenten des islamischen Glaubens zu einer absolutistischen Vision von Religion bekennen. Wenn Sie den Ärmelkanal überqueren, verbessern sich die Statistiken nicht: Laut einer von staatlichen Behörden im Jahr 2018 durchgeführten und von der CDDF Foundation zitierten Umfrage glauben „23 % der englischen muslimischen Einwanderer, dass die Scharia in ihren Gemeinden angewendet werden sollte, während 32 % fordert die Todesstrafe für jeden, der Mohammed beleidigt""."
26137	9	Italienische Nummern
26137	11	Endlich kommen wir in Italien an. Bevor Sie beginnen, einige Zahlen, um das Phänomen einzugrenzen. Laut einer Istat-Umfrage machen die Immigranten im Alter zwischen 14 und 17 nur 9,6 % aus. Nun, in diesen 9,6 % der Bevölkerung lauern diejenigen, die 65 % aller Überfälle (die in Italien von allen Einwohnern dieser Altersgruppe begangen werden), 50,2 % der Diebstähle, 48,1 % der Raubüberfälle, 47,7 % der sexuellen Gewalt, 40,4 % verüben % der Schläge.
26137	13	In der Altersgruppe zwischen 18 und 24 Jahren (mit einem Ausländeranteil von 11,2 %) verbessert sich die Situation nicht, im Gegenteil. 89,7 % der Straftaten mit Ausbeutung der Prostitution, 55,8 % der sexuellen Gewalt, 52,6 % der Raubüberfälle, 52,4 % der Diebstähle, 43,6 % der vorsätzlichen Verletzungen Altersgruppe werden von Einwanderern begangen. Ganz zu schweigen von den Italienern der zweiten Generation, die nicht in die Forschung einbezogen werden. Ab den folgenden Gruppen nimmt die Kriminalitätsrate tendenziell ab, und dies gilt insbesondere für die Gruppe der Einwanderer im Alter zwischen 45 und 54 Jahren (11,8 % der Bevölkerung in dieser Altersgruppe) und später. Vielleicht aufgrund einer stärkeren Integration aufgrund einer längeren Aufenthaltsdauer in unserem Land liegt der Prozentsatz der Straftaten bei etwa 16,7%.
