doc_id	paragraph_id	fr-ge
23128	15	Belgien, ein Mitglied der politisch-militärischen Organisation, die faktisch von den Vereinigten Staaten geführt wird, hat sich seit langem dafür entschieden, die Präsenz von Atomwaffen auf dem Stützpunkt Kleine-Brogel, wo sich ein Kontingent der US-Armee befindet, geheim zu halten. Ein Geheimnis, das es seit Ende der 1980er Jahre nicht mehr gibt; ein belgischer Minister hatte damals das Vorhandensein dieser Waffen anerkannt. Ihre genaue Zahl wurde jedoch nie bekannt gegeben. Die Umgebung des Geländes – ein großer Umkreis von etwa 4 km mal 3 km, so ein Sprecher der Verteidigung – war wiederholt Gegenstand von Demonstrationen, die diesen Mangel an Transparenz anprangerten.
23128	17	Im Jahr 2019 schätzte der belgische Abgeordnete Samuel Cogolati, dass auf dieser Basis „10 bis 20“ Atomsprengköpfe unter amerikanischer Kontrolle gelagert wurden.
23129	1	ALPHA-MÄNNER gegen BETA-FRAUEN
23129	3	Trump, Putin, Xi Jinping, Erdoğan, Bolsonaro ... und viele mehr ... gegen ... Biden, Trudeau, Macron, von der Leyen. Was trennt sie? Was bringt sie zusammen?
23129	5	Um die allgemeinen Konturen von Alpha und Beta zu identifizieren, ist es einfacher, die Ergebnisse von Frankreich und Russland zu vergleichen.
23129	7	Das BIP pro Kopf ist ein relativ zuverlässiges Maß für die Entwicklung eines Landes. Das von Frankreich ist viel niedriger als das der USA, aber es ist 1,56-mal höher als das von Russland. Der Staat wird in der Lage sein, sich am BIP zu beteiligen, um seinen Bedarf zu decken. Die Quote der Zwangsabgaben beträgt für Frankreich rund 45,0 % des BIP und steigt seit den 1960er Jahren stetig an, es gehört zu den Weltmeistern auf diesem Gebiet. Russland erhebt etwas bescheidenere Abgaben (36,2 %).
23129	9	Der Kampf um die Vorherrschaft, ob relativ friedlich oder extrem kriegerisch, ist eine universelle Konstante jeder organisierten Gesellschaft. Alphas werden unweigerlich gegen Betas kämpfen, einfach weil sie anders sind.
23129	11	Die russischen Militärausgaben sind im Verhältnis zum BIP relativ doppelt so hoch wie die französischen, bleiben aber in absoluten Zahlen vergleichbar. Der Militärdienst wurde 1997 in Frankreich abgeschafft, in Russland ist er für junge Menschen im Alter von 18 bis 27 Jahren obligatorisch und dauert zwei Jahre.
23129	13	Aber was Frankreich und Russland am meisten unterscheidet, ist die Staatsverschuldung. Jeder Franzose „schuldet“ dem Rest der Welt rund 40.000 Dollar, die Russen 20 mal weniger.
23129	15	Was sind nach einer kurzen, aber repräsentativen Bestandsaufnahme die Waffen der einzelnen Kämpfer?
23129	17	Jeder Führer strebt danach, so mächtig wie möglich zu sein, und dabei geht es darum, den größtmöglichen Teil der lebendigen Kräfte des Volkes, das er führen soll, hinter sich zu bringen. Die Alphas werden Zwang anwenden, die Betas Verführung.
23129	19	Russlands Staatsoberhaupt ist ein Präsident, der in allgemeiner Direktwahl für eine Amtszeit von sechs Jahren gewählt wird. Die gesetzgebende Gewalt wird von der Duma vertreten, die aus 450 Abgeordneten besteht, die in allgemeiner Direktwahl gewählt werden. Zahlreiche Wahlbetrügereien wurden angeprangert, das Auftauchen von Oppositionskräften ist gelinde gesagt gefährlich, einige bemerkenswerte Aktivisten wurden ermordet, andere erlitten Attentate, der Kreml hat einen gewissen Einfluss auf die Kanäle des Fernsehens oder privater Zeitungen. Wladimir Putin hat zu Beginn seiner Amtszeit als Präsident sein Ziel angekündigt, die „Diktatur des Rechts“ zu errichten und die Mafia der Oligarchen zu bekämpfen. Seine Präsidentschaft folgte einer Ära des Laissez-faire unter Boris Jelzin. Russland erholte sich schließlich wirtschaftlich, und die Wirtschafts- und Finanzgesetzgebung machte erhebliche Fortschritte, ohne jedoch die Rechtsstaatlichkeit zu entwickeln.
23129	21	Frankreich seinerseits stützt sich auf den Feminismus und die Rechte von Minderheiten, im Wesentlichen homosexuellen Minderheiten, um Kohärenz im sichtbaren Teil der Gesellschaft herzustellen, dem der Intellektuellen, Akademiker und der Medien, indem es die Arbeiterklasse in die Dunkelheit verbannt, die des Rassismus beschuldigt wird , Homophobie oder notfalls sogar von Verschwörung oder Antisemitismus. Der Charakter, der als Zusammenfassung der populären Impulse gedacht ist, ermöglicht es, diese Anschuldigungen zu argumentieren. Natürlich werden die wirklichen Entscheidungen, die die Wirtschaft betreffen, nicht in die Hände der „Nichts-sind“-Hände gelegt, gelehrte Leute, die mit Theorien beladen sind, nehmen sie aus den Augen.
23129	23	Die Beta leiht sich eine spaltende Strategie, um die möglichen Kräfte des Protests zu spalten, indem sie schmeichelt, was einige die Eliten nennen, und die anderen verachtet, die Alpha wollen das gesamte Volk beherrschen, indem sie, wenn nötig, diejenigen entfernen, die sie für gefährlich halten.
23129	25	Die Beta ist im Moment in Europa weitestgehend siegreich, um davon überzeugt zu sein, reicht es aus, den Wunsch fast aller Nationen zu berücksichtigen, sich ihrer Gemeinschaft anzuschließen. Es ist unbestreitbar, dass die Einrichtung von Hierarchien und Mikrofürstentümern der sozioökonomischen Entwicklung eines Landes hilft. Aber auch das makroökonomische System ist eine große Hilfe. Die Finanzwelt schafft virtuellen Reichtum aus dem Nichts, also Spekulation, und die so entstehenden Geldberge können Staaten in die Höhe treiben: Betas leben stark auf Kredit, nicht Alphas.
23129	27	Also rohe Gewalt oder Verführung als Kriegswaffe?
23129	29	Wenn die Leute oft von den Attraktionen der Beta angezogen werden, sind ihre Führer, die sich um ihre Differenzen mit anderen kümmern wollen, eher gespalten. Den Meinungen der Menschen zu folgen, selbst wenn sie nur ihre Wünsche nach unmittelbarem Genuss widerspiegeln, entzieht den Mächtigen oder zumindest denen, die sich dafür halten, ihre Daseinsberechtigung, was ihre Zurückhaltung erklären könnte.
23129	31	Der Krieg zwischen Russland und der Ukraine ermöglicht es, klarer zwischen den Verbündeten der Alphas und denen der Betas zu sehen. Im Wesentlichen fasst die Beta die USA und die Europäer als harten Kern zusammen. Südamerika, Australien und die Hälfte der afrikanischen Staaten billigen die Invasion nicht, haben aber (noch) keine Sanktionen verhängt. Mehr oder weniger explizit die Alpha-Gruppe unter dem Banner von Russland, China, Indien, Teil der Maghreb-Staaten, Irak, Iran. Überwiegt bei den Beta der Wohlstand, sind die Bevölkerungen und Flächen der betroffenen Länder zwischen den beiden Lagern ausgeglichener.
23129	33	Die Analyse, die trotz gewisser Bemühungen, dies zu vermeiden, zwangsläufig zusammenfassend und zwangsläufig voreingenommen ist, berücksichtigt nicht die humanistischen oder ideologischen Werte, die von einigen wie von anderen angeregt werden, weil sie nur marginal eingreifen, wenn sie der einen oder anderen Seite passen.
2313	1	Russisches Staatsfernsehen versichert seinen Zuschauern zum Atomkrieg: „Wir werden alle eines Tages sterben“
2313	3	Am Dienstag erwähnten Moderatoren des russischen Staatsfernsehens die Möglichkeit eines Krieges, der sich über die Ukraine hinaus ausbreiten würde, und Margarita Simonyan, Journalistin und Leiterin von RT, sagte den Zuschauern, dass ein Atomkrieg akzeptabel sei, weil „wir alle eines Tages sterben werden. »
2313	5	Das russische Fernsehen hat wiederholt die Idee eines Krieges aufgeworfen, der sich über die Ukraine hinaus erstrecken würde, und die Idee eines „unvermeidlichen“ Krieges gegen „Europa und die Welt“ propagiert. Große russische Sender sind berüchtigt für ihre bissige Rhetorik, die sie ausstrahlen, um Russlands Invasion in der Ukraine zu rechtfertigen.
2313	7	In der Sendung „Der Abend mit Wladimir Solowjow“ am Dienstagabend sagte Gastgeber Wladimir Solowjow in Begleitung von Simonjan, dass ein Atomkrieg erwogen werden sollte, um zu verhindern, dass andere Länder in den Krieg Russlands mit der Ukraine eingreifen.
2313	9	„Ich persönlich denke, der realistischste Weg ist der Dritte Weltkrieg, basierend darauf, uns und unseren Anführer Wladimir Wladimirowitsch Putin zu kennen“, sagte Simonyan laut Daily Beast, „zu wissen, wie hier alles funktioniert, es ist unmöglich – es gibt keinen Weg – dass wir aufgeben. »
2313	11	Simonyan fuhr fort: „Alles wird mit einem Atomschlag enden, ist wahrscheinlicher als das andere Ergebnis. Es ist einerseits zu meinem Entsetzen, andererseits aber mit dem Verständnis, dass es ist, was es ist. »
2313	13	Vladimir Solovyov fügte hinzu: „Aber wir werden in den Himmel kommen, während sich ihre Wege einfach kreuzen werden. »
2313	15	„Wir alle werden eines Tages sterben“, sagte Simonyan dem Publikum.
2313	17	Der russische Präsident Wladimir Putin und andere Kreml-Beamte haben immer wieder Drohungen über die NATO abgegeben. In einer Rede am Mittwoch sagte Putin, dass jedes Land, das versuchen würde, einzugreifen und „inakzeptable Bedrohungen strategischer Art“ für uns zu schaffen, mit einer „Blitz“-Reaktion konfrontiert würde, berichtete Agence France-France.
2313	19	Herr Solovyov verwies in der Talkshow am Dienstag auch auf westliche Artillerielieferungen an die Ukraine und fragte: „Was hindert uns daran, britisches Territorium zu erreichen und auf diese Logistikzentren abzuzielen, in denen diese Waffen geladen werden? »
2313	21	Ein anderer Gast in der Show, Andrey Sidorov, stellvertretender Dekan für globale Politik an der Moskauer Staatsuniversität, antwortete: „Wenn wir uns entscheiden, Großbritannien zu treffen, sollten wir uns stattdessen dafür entscheiden, die Vereinigten Staaten zu treffen. United […]. Endgültige Entscheidungen werden nicht in London, sondern in Washington getroffen. Wenn wir das wahre Zentrum des Westens treffen wollen, müssen wir Washington treffen. »
2313	23	Fiona Hill, die frühere leitende Direktorin für europäische und russische Angelegenheiten im Nationalen Sicherheitsrat, erschien am Dienstag in einem Podcast des Times Radio und sagte, Putins Einsatz von Atomwaffen in der Ukraine sei eine realisierbare Möglichkeit.
23130	3	Aus Mar-a-Lago gehen die Vorwürfe weiter. In einem Interview mit der konservativen Sendung Just The News beschuldigte Donald Trump Hunter Biden, gegen den in Delaware wegen seiner „Steuerangelegenheiten“ ermittelt wird, erneut, Geld von der Witwe des ehemaligen Bürgermeisters von Moskau genommen zu haben, und forderte Wladimir Putin auf, „zu veröffentlichen Alle Informationen zum Thema: „Sie hat den Bidens, den beiden, 3,5 Millionen Dollar gegeben, das ist viel Geld. Sie gab ihm 3,5 Millionen Dollar, also denke ich, dass Putin die Antwort auf diese Frage kennt. Ich denke, er sollte es posten. »
23130	5	Er wiederholt damit Informationen aus einer im September 2020 veröffentlichten Untersuchung republikanischer Senatoren, die sich insbesondere auf die Rolle von Hunter Biden innerhalb des ukrainischen Gaskonzerns Burisma Holdings konzentrierte, dessen Vorstand er 2014 antrat. bevor er zurücktrat April 2019 und die möglichen Folgen von Hunter Bidens Auslandsgeschäften auf die Politik seines Vaters, des damaligen Vizepräsidenten. Die Untersuchung ergab, dass Elena Baturina, Geschäftsfrau und Witwe von Yury Luzhkov – mit dem Donald Trump selbst in den 1990er Jahren erfolglos versucht hatte, Geschäfte zu machen – 2014 3,5 Millionen Dollar an Rosemont Seneca Thornton für Beratungsleistungen gezahlt haben soll. Der Anwalt von Hunter Biden hatte jegliche Verbindung zu seinem Mandanten bestritten: Der Sohn des amerikanischen Präsidenten sei Mitgründer einer Investmentgesellschaft namens Rosemont Seneca Advisors, die aber keine Verbindung zu dem oben genannten Unternehmen hätte.
23130	7	Der Anruf vom Fuß des ehemaligen amerikanischen Präsidenten an Wladimir Putin kommt einen Monat, nachdem Donald Trump seine Strategie gegen die Ukraine gelobt hatte: „Gestern habe ich einen Fernsehbildschirm gesehen und gesagt: ‚Das ist genial.“ Putin erklärt einen Großteil der Ukraine für unabhängig. Oh, es ist wunderbar“, sagte er während des Podcasts, der mit den beiden konservativen Gastgebern Clay Travis und Buck Sexton aufgezeichnet wurde, und bezog sich damit auf Moskaus Anerkennung der Unabhängigkeit der selbsternannten Republiken Lugansk und Donezk. Der Milliardär hatte sein Lob auf die Strategie von Wladimir Putin fortgesetzt, „einem Typen, der sehr schlau ist“, den er „sehr, sehr gut“ kenne: „Ich sagte: „Wie genial.“ Er wird dorthin gehen und dort für Frieden sorgen …“
23130	9	Lesen Sie den Rest des Artikels auf parismatch.com
23132	1	Marine Le Pen und Eric Zemmour verurteilen Frankreichs „Reue“ gegenüber Algerien
23132	3	Emmanuel Macron gedenkt an diesem Samstag, dem 19. März 2022, in Anwesenheit von Zeitzeugen (Wehrpflichtige, Unabhängigkeitskämpfer, Harkis) im Elysée des 60. Jahrestages der Evian-Abkommen. Aber das Datum des 19. März 1962 ist insbesondere umstritten von Marine LePen.
23132	5	ZUM LESENFortgeschrittene Öffnung der Archive zum Algerienkrieg: eine hemiplegische Erinnerung
23132	7	"""Eine echte Versöhnung der Erinnerungen, wenn Algerien die Harkis um Vergebung bittet"""
23132	9	Der Kandidat der National Rally für die Präsidentschaftswahl, der am Freitag, den 18. März auf France Inter eingeladen wurde, erinnerte daran, dass „wir dieses gewählte Datum, das als Ende des Algerienkriegs auferlegt wurde, lange angefochten haben“. „Es gibt Zehntausende von Harkis, die nach diesem Datum brutal ermordet wurden. Und ich möchte ihnen meine Anerkennung zollen, denn sie wurden von der damaligen Regierung besonders schlecht behandelt, sie wurden in Lager gesteckt, manchmal starben sie, sie wurden in Massengräber gelegt, ihre Kinder waren nicht in der Schule“, sagte sie .
23132	11	Der Abgeordnete des Pas-de-Calais verurteilte auch die Position der ehemaligen französischen Kolonie zu ihrer Geschichte mit Frankreich. „Wenn es darum geht, Erinnerungen zu versöhnen, indem man sich vor Algerien geißelt, das weiterhin um Reue handelt, wird es meiner Meinung nach nein sein. Es sei denn, Algerien bittet die Harkis vielleicht selbst um Verzeihung für ihr Verhalten ihnen gegenüber, dann wird es eine echte Versöhnung der Erinnerungen geben “, sagte sie.
23132	13	Eric Zemmour will in Algerien „die Reue“ Frankreichs beenden
23132	15	"Nach Marine Le Pen sprach Éric Zemmour in einer Kolumne in Le Figaro, die diesen Samstag veröffentlicht wurde, um seine Vision von den Verbindungen darzulegen, die Frankreich und Algerien aufrechterhalten müssen. Er prangert die Haltung französischer Politiker an, die angesichts „oft arroganter“ algerischer Führer „die Schuldige“ geschlagen haben. Eine Situation, die es ermöglicht hat, die „massive Einwanderung“ von Algeriern nach Frankreich zu „erleichtern“. Also der Kandidat der Reconquest! behauptet, mit Algerien eine Beziehung ""des Respekts und nicht der Reue"" aufbauen zu wollen."
