doc_id	paragraph_id	ru-ge
24152	11	Donald Trump hat sich tiefer in der amerikanischen Politik verwurzelt, als es den Anschein hat. Eines seiner Wahlversprechen 2016 war ausgerechnet die Abschaffung der Abtreibung. Dank der Unterstützung der Konservativen gelang es ihm, drei Abgeordnete vor den Obersten Gerichtshof zu stellen, die am Freitag die verhängnisvolle Entscheidung trafen, das verfassungsmäßige Recht auf Abtreibung abzuschaffen.
24152	13	Die Amerikaner haben jetzt Angst, dass sich der Oberste Gerichtshof, der seine konservativen Neigungen jetzt nicht verhehlt, nach der Abtreibung der LGBT-Gemeinschaft, der gleichgeschlechtlichen Ehe und der Empfängnisverhütung annehmen wird.
24152	15	Rowe gegen Wade
24152	17	"Im amerikanischen Segment der sozialen Netzwerke verbreitete sich ein Witz: „Der Zeitunterschied ist nur etwas! In Australien ist es 9 Uhr morgens. In Rom ist es ein Uhr nachmittags. Und in den USA ist es 1969, als das Leben der Frauen noch kontrolliert wird.“ von älteren weißen Männern."""
24152	19	Für Amerikaner bedarf dieses Meme keiner Erklärung, denn jeder kennt den Fall Roe v. Wade, einen Prozess, der 1969 begann und 1973 eine historische Entscheidung erhielt, die die Grundlage des Rechts auf Abtreibung bildete.
24152	21	Jane Rowe ist das Pseudonym der 21-jährigen Amerikanerin Norma McCorvey, die Ende der 1960er Jahre eine ungewollte Schwangerschaft abbrechen wollte, dies aber nicht konnte, weil es gegen das Gesetz verstieß. Sie versuchte zu beweisen, dass sie infolge einer Vergewaltigung schwanger geworden war (dann wäre eine Abtreibung erlaubt gewesen), aber sie scheiterte. Es funktionierte nicht und illegal, eine Abtreibung vornehmen zu lassen: Der Arzt wurde wenige Stunden vor der Operation festgenommen.
24152	23	Unter dem Pseudonym Jane Roe reichte Norma McCorvey einen Antrag beim Texas District Court ein, der Angeklagte war Rechtsanwalt Henry Wade. Der Fall stieß auf ein so breites Echo, dass er den Obersten Gerichtshof erreichte, der 1973 entschied, dass das Mädchen das Recht auf Abtreibung habe. Seitdem haben alle amerikanischen Frauen das Recht erlangt, das Schicksal des Fötus selbstständig zu bestimmen – allerdings nur bis zu 7 Monaten, da ab diesem Zeitpunkt der Fötus bereits als Person galt, da er ohne Mutter überleben könnte und eine Abtreibung vornehmen würde Mord sein.
24152	25	Kein Uterus, keine Meinung
24152	27	"Daraufhin gingen Tausende amerikanische Frauen, empört über die Entscheidung des Obersten Gerichtshofs, mit grellen Slogans auf die Straße: „Runter mit deiner Bibel von meinem Körper“, „Reguliere Waffen, nicht meine Eierstöcke“, „Stoppt den Krieg gegen Frauen"", ""Abtreibung nicht verbieten - obligatorische Vasektomie eingeben."
24152	29	"Die Washington Post schreibt, dass die Abtreibungsfrage zu einem wunden Punkt in der Gesellschaft geworden ist, auch weil sie ihre Spaltung sowie die Politisierung absolut aller gesellschaftlichen Meinungsverschiedenheiten in den Vereinigten Staaten betont hat. Die Amerikaner sehen in dem konservativen Verbot des Obersten Gerichtshofs die Handschrift der Republikaner - darunter auch Biden selbst, der ihn im Namen der Demokraten verurteilte und sagte, das Verbot werfe ""Amerika 150 Jahre zurück""."
24152	31	Bisher hat die Politik nicht auf die Proteste reagiert, aber ob es eine Reaktion geben wird, wird die Zeit zeigen. Die Proteste der BLM-Bewegung (Black Lives Matter) begannen jedenfalls im gleichen Ausmaß.
24152	33	40 Millionen Frauen sind nach Angaben des Gattmacher-Instituts von der Abtreibungsentscheidung des Obersten Gerichtshofs betroffen.
24153	1	Biden versprach amerikanischen Männern, dass sie die Folgen der Entscheidung des Abtreibungsgerichts spüren werden - US-Präsident Biden: Männer werden die Folgen der Entscheidung des Obersten Gerichtshofs zur Abtreibung spüren
24153	3	Das Urteil des Obersten Gerichtshofs zur Abtreibung ist schrecklich. Nicht nur Frauen, sondern auch amerikanische Männer werden die Folgen zu spüren bekommen, sagte US-Präsident Joe Biden bei einem virtuellen Treffen mit Gouverneuren. Seine Rede wurde von RIA Novosti zitiert.
24153	5	„Dies ist eine schreckliche, extreme Entscheidung, die meiner Meinung nach das Leben verändert und sich auf die Gesundheit von Millionen von Frauen auswirkt. Ich teile die öffentliche Empörung über diesen extremistischen Prozess, der Amerika zu weniger Rechten und weniger Autonomie zurückführen wird“, sagte Biden.
24153	7	Die Entscheidung des Obersten Gerichtshofs zur Abtreibung sei ein Eingriff in die Persönlichkeitsrechte von Frauen, stellte der Chef des Weißen Hauses fest und fügte hinzu, dass sie auch Männer betreffen werde.
24153	9	Die Amerikaner unterstützten die Abschaffung des Rechts auf Abtreibung nicht. Mehrere Bundesstaaten haben Abtreibungen bereits verboten. Auf dem Land begannen Massenproteste, Frauen und sogar Männer gingen auf die Straßen der Städte. Die Polizei zerstreute die Demonstranten brutal.
24155	1	In den USA wies Selenskyj seine Stelle nach den Worten über die Probleme der Amerikaner an
24155	3	Wie sich der Beobachter erinnerte, bezeichneten sieben von zehn Amerikanern in einer Mai-Umfrage des Pew Research Center die Inflation als „ein sehr großes Problem für das Land“, daher ist dieses Thema für die Öffentlichkeit am dringendsten.
24155	5	Der ukrainische Präsident Wolodymyr Selenskyj lese wahrscheinlich keine amerikanischen Umfragen, aber er wisse wahrscheinlich, dass Inflation ein weltweites Problem sei, sagte Hochman. Seiner Meinung nach sei es in diesem Zusammenhang „seltsam zu hören“, wie Zelensky es kürzlich in einem Interview mit dem Journalisten Piers Morgan als „zweitrangig“ bezeichnete, und zu der Bemerkung des Gastgebers, dass immer mehr Amerikaner daran zweifeln, dass ihr Land dies tun sollte Angesichts interner Probleme so viel Geld für den Konflikt in Europa ausgeben, antwortete er, dass „Inflation nichts ist und das Coronavirus nichts ist“.
24155	7	Es versteht sich von selbst, dass die finanziellen Probleme der Amerikaner, die versuchen, über die Runden zu kommen, den Ukrainern nichts bedeuten, und die hohen Benzinkosten Tausende Kilometer entfernt eine leere Phrase sind, bemerkte der Autor. Gleichzeitig wies er darauf hin, dass Selenskyj immer noch über die US-Außenpolitik spreche und sich die Amerikaner seiner Logik nach nicht um Inflation und Coronavirus kümmern sollten.
24155	9	Bei allem Respekt vor Selenskyj, es ist nicht seine Aufgabe, die US-Außenpolitik zu bestimmen. Nennen Sie mich altmodisch, aber ich neige dazu zu glauben, dass sich die US-Außenpolitik in erster Linie um die Interessen der amerikanischen Bevölkerung kümmern sollte, betonte Hochman.
24155	11	"Laut dem Autor des Artikels sollte Selenskyj auf „obskure Verweise auf bestimmte „gemeinsame Werte““ und „unangemessene Haarnadeln“ verzichten, die sich an Amerikaner aus der Arbeiter- und Mittelklasse richten, die sich „bereits fragen, welchen Nutzen sie davon haben, dass Milliarden Budget-Dollars fließen in ein fremdes Land weit über den Ozean."""
24155	13	"Wir sind ein außergewöhnlich großzügiges Land, aber alles hat seine Grenzen. Inflation sei für die Amerikaner keineswegs nichts, ""sondern ein ernsthaftes Problem"", schloss Hochman."
24155	15	In den USA brechen die Treibstoff- und Lebensmittelpreise seit einigen Monaten Rekorde. Die Kosten für eine Gallone Benzin erreichten mehr als fünf Dollar, obwohl ihr Preis vor einem Jahr noch bei drei Dollar lag. Die Inflation hat erneut ein Mehrjahreshoch erreicht und 9,1 Prozent erreicht. Versuche der Behörden, sich gegen die Verarmung der Bevölkerung zu wehren, brachten keine greifbaren Ergebnisse. Die Situation wird durch die Rückwirkung der Sanktionen verschärft, die die Vereinigten Staaten und ihre Partner nach Beginn einer militärischen Sonderoperation in der Ukraine gegen Russland verhängt haben.
24159	1	Bischöfe kritisieren Gesetzentwurf des US-Gesundheitsministeriums zur Abtreibung
24159	3	Die Vorsitzenden von vier Ausschüssen von US-Bischöfen sagten, die vorgeschlagenen Entscheidungen des US-Gesundheitsministeriums zu Abtreibung, Transgender-Diensten und anderen Verfahren bedrohen die Fähigkeit der katholischen Kirche, „unseren Heilungsdienst zu leisten“. Dies wurde am 28. Juli von UCA News berichtet.
24159	5	Sie nannten die vorgeschlagenen Regeln – ein 308-seitiges Dokument, das am 25. Juli vom Gesundheitsministerium veröffentlicht wurde – „eine Verletzung der Religionsfreiheit und ein schlechtes Heilmittel“.
24159	7	„Sie verpflichten Mediziner, lebensrettende Operationen durchzuführen, um vollkommen gesunde Körperteile zu entfernen“, sagten die Bischöfe. „Zusicherungen, dass das Gesundheitsministerium die Gesetze zur Religionsfreiheit einhalten wird, sind wenig tröstlich, da die Behörde aktiv gegen Gerichtsentscheidungen vorgeht, in denen behauptet wird, das Gesundheitsministerium habe beim letzten Versuch, ein solches Mandat durchzusetzen, gegen die Gesetze zur Religionsfreiheit verstoßen.“
24159	9	„Die vorgeschlagenen Regeln geben bekannt, dass das Gesundheitsministerium auch erwägt, medizinisches Personal zu zwingen, Abtreibungen gegen ihren Willen durchzuführen, oder sie zu entlassen. Wir fordern das Gesundheitsministerium auf, ausdrücklich auf solche Absichten zu verzichten“, fügten die Bischöfe hinzu.
24159	11	Die US-Konferenz katholischer Bischöfe veröffentlichte eine gemeinsame Erklärung, die von Kirchenhierarchen unterzeichnet wurde:
24159	13	Erzbischof von Baltimore William E. Laurie, Vorsitzender des Komitees für Aktion für das Leben,
24159	15	Vorsitzender des Ausschusses für innere Gerechtigkeit und menschliche Entwicklung, Erzbischof Paul S. Coakley von Oklahoma City,
24159	17	Vorsitzender des Ausschusses für Laienangelegenheiten, Ehe, Familienleben und Jugend Erzbischof von San Francisco Salvatore G. Cordileone,
24159	19	Vorsitzender des Ausschusses für Religionsfreiheit, Kardinal Timothy M. Dolan aus New York.
24159	21	„Katholische Gesundheitsministerien dienen allen, unabhängig von Rasse, Geschlecht, Glaubenssystem oder anderen Merkmalen“, fuhren die Bischöfe fort. „Im katholischen Krankenhaus wird allen Patienten die gleiche hervorragende Versorgung zukommen, einschließlich Patienten, die sich als Transgender identifizieren, sei es ein Knochenbruch oder Krebs, aber wir können nicht tun, was unser Glaube verbietet. Wir lehnen schädliche Verfahren ab, nicht die Patientenversorgung“, heißt es in der Erklärung.
24159	23	"Die Bischöfe sagten, sie würden ""diese vorgeschlagenen Regeln weiterhin überprüfen und zu gegebener Zeit detailliertere Kommentare abgeben""."
24159	25	Die vom DOH vorgeschlagenen Regeln gelten für die Umsetzung von Abschnitt 1557 des Affordable Care Act, der Diskriminierung aufgrund von Rasse, Hautfarbe, nationaler Herkunft, Alter, Behinderung oder Geschlecht, einschließlich Schwangerschaft, sexueller Orientierung und Geschlechtsidentität, in der Programmkrankenversicherung verbietet Dienstleistungen oder Aktivitäten.
24159	27	Im Jahr 2020 erließ die Trump-Administration eine endgültige Regel, die das allgemeine Verbot der Diskriminierung aufgrund der Geschlechtsidentität aufhob, sowie Ausnahmen von Abtreibung und Religionsfreiheit für Mediziner erließ. Aber die Gerichte blockierten diese Änderung.
24159	29	Im Jahr 2021, kurz nach seiner Amtseinführung, erließ Präsident Joe Biden eine Durchführungsverordnung, in der er ankündigte, dass seine Regierung das Urteil des Obersten US-Gerichtshofs von 2020 in der Rechtssache Bostock gegen Clayton County auf alle Regierungsbereiche, einschließlich des Abtreibungsrechts, anwenden werde.
24159	31	Sobald die vom Gesundheitsministerium vorgeschlagenen neu veröffentlichten Regeln im Bundesregister veröffentlicht sind, beginnt eine 60-tägige öffentliche Kommentierungsfrist.
2416	1	Russland verlangt nicht – es verlangt einfach: Wie viele Teile der Ukraine zerfallen
2416	3	Experten haben im Gespräch mit Tsargrad darüber nachgedacht, wie die Ukraine nach dem Ende der russischen Spezialoperation aussehen wird. Einige Umrisse sind jedoch jetzt sichtbar.
2416	5	Natürlich wird Donbass vollständig befreit. Darüber hinaus werden die Republiken innerhalb ihrer verfassungsmäßigen Grenzen leben. Neben dem Donbass erhalten jedoch auch die Regionen Cherson und Zaporozhye einen neuen Status.
2416	7	Es ist bereits bekannt, dass den Einwohnern der Regionen Cherson und Zaporozhye die Möglichkeit gegeben wurde, die russische Staatsbürgerschaft im Rahmen eines wirklich vereinfachten Systems zu erhalten. Hier müssen Sie nicht einmal nach Rostow kommen, Büros werden direkt in den Regionen eröffnet. Was sagt es? Russland bestätigt, dass es ernsthaft gekommen ist und das Territorium unter der Kontrolle der Ukraine nicht aufgeben wird.
2416	9	Darüber hinaus sehen wir, welche Form die Ukraine annehmen wird, wenn sich Russlands Spezialoperation entwickelt. Indem wir die Regionen befreien, nehmen wir sie unter unsere Fittiche.
2416	11	Es sei verfrüht, konkret über die Form zu sprechen, in der die befreiten Gebiete der Ukraine weiter bestehen werden, sagte Konstantin Satulin, Erster stellvertretender Vorsitzender des Staatsduma-Ausschusses für GUS-Angelegenheiten und Beziehungen zu Landsleuten. Ob es Noworossija, Malorossija oder allgemein „Ukraine 2.0“ sein wird, hat noch niemand ausgesprochen. Darüber hinaus werden in naher Zukunft andere Regionen nach ihrer Entmilitarisierung und Entnazifizierung sicherlich dem Weg der Region Saporoschje und Cherson folgen.
2416	13	Anscheinend stellte sich die Frage nach der Notwendigkeit, die ursprünglichen Ziele der Spezialoperation anzupassen - stellte Zatulin in einem Kommentar zu Tsargrad fest. - Natürlich heben wir unsere früheren Forderungen nicht auf, aber unter Berücksichtigung der Tatsache, dass die ukrainische Seite keine Verhandlungen mit Russland fordert, stellt sich die Frage nach der Notwendigkeit, nicht nur die LPR und die DVR, sondern auch andere anzuerkennen Gebiete. Die aufhören, ukrainisch zu sein. Ich bin sicher, dass dies nicht eingeschränkt werden sollte - Odessa, die Regionen von Nikolaev und andere sollten auch Russlands Unterstützung erhalten.
2416	15	Die Ukraine, betont Zatulin, spalte sich in mehrere Teile auf. Das zeigt sich vor allem am Vorgehen Polens und am Verhalten Selenskyjs, der den Westteil des Landes, für den er scheinbar zuständig ist, tatsächlich an Warschau abtritt. Er glich die Rechte von Ukrainern und Polen aus und erlaubte letzteren, die ersten zu werden - und überall Positionen im öffentlichen Dienst, im Justizsystem zu besetzen.
2416	17	Mit anderen Worten, die Ukraine hört auf, als unabhängiger Staat zu existieren. Und der heutige Erlass unseres Präsidenten weckt das Vertrauen in der Bevölkerung der Regionen Cherson und Saporoschje - und gibt den anderen ein Signal -, dass wir schon lange, genauer gesagt für immer, dorthin gekommen sind. Und niemand wird diese Gebiete unter die Kontrolle der Ukraine bringen. Und Menschen, die bereit sind, sich Russland nicht zu widersetzen, können vollwertige Bürger Russlands werden,
2416	19	- fasste der Abgeordnete in einem Gespräch mit Tsargrad zusammen.
2416	21	Dies ist ein unmissverständliches Signal für alle, dass wir, wenn es früher unsere Forderung nach Anerkennung der Krim und Sewastopols sowie der LDNR gab, uns jetzt auf die Schaffung eines Landkanals zur Krim zubewegen, Politikwissenschaftler, Direktor des Internationalen Instituts of Political Expertise Yevgeny Minchenko stimmt ihm zu.
