doc_id	paragraph_id	it-fr
26151	17	Toujours selon la Turquie, les parties négocient sur six points : la neutralité, le désarmement et les garanties de sécurité pour l'Ukraine, la « dénazification », la levée des obstacles à l'usage de la langue russe en Ukraine, le statut de la région séparatiste du Donbass et la statut de la Crimée, annexée par la Russie en 2014.
26151	19	"Les rochers du Donbass et de la Crimée sont les points les plus controversés, comme l'a confirmé Zelensky lui-même : « Il y a des compromis pour lesquels nous ne sommes pas prêts en tant qu'État indépendant. Chaque compromis lié à notre intégrité territoriale et à notre souveraineté a été clairement exprimé par le peuple ukrainien. ""."
26151	21	"« COMPARAISON INCROYABLE » – Tous les députés israéliens n'ont pas aimé le parallélisme entre la guerre en Ukraine et l'Holocauste. ""J'admire Zelensky et je soutiens le peuple ukrainien - a écrit le ministre des Communications Yoaz Hendel sur Twitter - avec mon cœur et avec mes actes, mais la terrible histoire de l'Holocauste ne peut pas être réécrite. La guerre est terrible mais les comparaisons avec les horreurs de l'Holocauste Et la finale la solution est scandaleuse""."
26151	23	"Selon les médias, d'autres ministres et parlementaires ont qualifié la comparaison de ""scandaleuse""."
26151	25	(Unioneonline/L)
26153	1	"Pride, Zan : ""La droite utilise les droits de l'homme pour le consensus électoral, mais nous vaincrons"""
26153	3	"Le député du Parti démocrate à la manifestation de Milan : ""Attitude inacceptable sur la peau des gens"""
26153	5	"« Il y a une droite en Italie qui utilise les droits humains du peuple pour obtenir un soutien électoral. Je considère cela comme criminel, car dans d'autres pays les droits de l'homme sont le patrimoine de tous, alors qu'ici il y a division politique et qu'on en fait une question d'affrontement politique ». C'est ce qu'a déclaré le député du Parti démocrate, Alessandro Zan, en marge de la Pride à Milan. « C'est pourquoi – poursuit Zan – il est inacceptable qu'il y ait cette attitude d'instrumentalisation politique sur la peau et la vie des gens, simplement pour un dividende électoral. A la fin nous gagnerons, car ces applaudissements et ces cris du stade ne sont rien d'autre que l'expression d'une résistance au changement et à la civilisation"""
26154	1	Pas très chrétien et très fasciste, le portrait de Pillon selon Paola Turci
26154	3	"""Pas très chrétien et très fasciste"", le portrait de Pillon selon Paola Turci"
26154	5	La chanteuse a commenté un message social de la sénatrice de la Ligue du Nord dans lequel elle a salué le geste de certains joueurs de baseball de Tampa qui ont refusé de prendre le terrain avec le logo arc-en-ciel au mois de Pride
26154	7	D'un côté, il y a ceux qui se réjouissent du geste de quelques-uns (il s'agit de 5 joueurs d'une seule équipe) et prétendent qu'il représente la pensée de la plupart des gens qui vivent sur la planète Terre. D'autre part, il y a ceux qui se souviennent - comme cela s'est déjà produit par le passé - que la discrimination n'est pas conforme à la pensée chrétienne-catholique et, d'une certaine manière, renvoie à une idéologie historiquement vaincue pendant la Seconde Guerre mondiale. C'est ainsi que Paola Turci s'en est pris à la sénatrice de la Ligue du Nord Simone Pillon pour l'un de ses messages sociaux.
26154	9	Comme tout cela est antichrétien (et très fasciste), y compris le manifeste. pic.twitter.com/5w2JfaXL00
26154	11	– Paola Turci (@paolaturci) 18 juin 2022
26154	13	"Paola Turci contre Pillon, ""non chrétien et très fasciste"""
26154	15	Tout a commencé avec une carte sociale partagée par le sénateur del Carroccio. Un post dans lequel il a commenté la décision de certains joueurs de baseball de Tampa de refuser le logo arc-en-ciel pour entrer sur le terrain pendant le mois de la Pride. Et Pillon applaudit en écrivant :
26154	17	"« Corne les joueurs de baseball de Tampa qui ont refusé de porter le logo de la fierté gaie au nom de leur foi chrétienne. L'idéologie LGBT est radicalement contre la foi, comme le démontrent les défilés blasphématoires de ces jours. S'opposer à l'agenda gay est un acte de foi. C'est cher, et j'en sais quelque chose, puisque je suis en procès depuis presque 8 ans, mais ça vaut le coup. Sans haïr ni mépriser personne, mais fidèle à la vérité""."
26154	19	La nouvelle est réelle, mais elle n'a pas la portée indiquée par le sénateur de la Ligue du Nord. En fait, il n'y avait que 5 joueurs qui évoluaient dans la franchise des Rays de Tampa Bay. Le reste de l'équipe, en revanche, s'est joint à l'initiative - qui a eu lieu le 4 juin - à l'occasion de la Pride night.
26154	21	Aujourd'hui, on porte notre #Pride sur nos manches pic.twitter.com/bcOLJNhx6Y
26154	23	– Rayons de Tampa Bay (@RaysBaseball) 4 juin 2022
26154	25	Cinq sur 26 (c'est le nombre de composants, ne parlant que des joueurs, qui composent le roster de l'équipe des Rays de Tampa Bay). Mais pour le sénateur de la Ligue du Nord, ils représentent la majorité des gens dans le monde. Mais l'attention de Paola Turci contre Pillon ne se base pas sur l'actualité, mais sur les mots utilisés par le parlementaire Carroccio :
26154	27	"""Comme tout cela est antichrétien (et très fasciste), y compris le manifeste""."
26154	29	La chanteuse, qui a toujours défendu les droits de la communauté LGBT, car ce jugement s'est retrouvé dans le collimateur de Pillon lui-même qui a voulu lui dédier un autre post social :
26154	31	« Paola Turci me définit comme non chrétienne et très fasciste pour avoir soutenu les joueurs de Tampa (Floride) qui refusaient de porter les couleurs de la Gay Pride. A présent, nous avons atteint le point d'absurdité qu'il ne suffit plus de tolérer passivement les vulgarités LGBT : il est obligatoire d'adhérer à la Pride, sous peine d'excommunication réservée aux faxistes...
26154	33	Chère Paola, chante ce qui se passe…
26154	35	Je vous souhaite un rétablissement rapide de COVID, et aussi des idéologies que vous portez dans votre cœur.
26154	37	Moi, comme les joueurs de Tampa et comme la grande majorité de la population mondiale, je veux rester à l'abri des rosettes arc-en-ciel.
26154	39	"Soit dit en passant : un fasciste est quelqu'un qui veut imposer ses propres dogmes aux autres. Je ne m'attends pas à ce que vous veniez aux cortèges, mais vous ne pouvez pas vous attendre à ce que nous nous adaptions aux diktats LGBT""."
26155	1	"Tragédie migratoire à Lampedusa, 7 terrassés par l'hypothermie, ""Tragédie inacceptable, UE indifférente"""
26155	3	"""Sept jeunes Bengalis sont morts d'hypothermie à quelques kilomètres au large de Lampedusa. Une fois de plus, dans l'indifférence de l'Union européenne, une énième tragédie inacceptable s'est déroulée en mer Méditerranée"". C'est ce qu'a déclaré le maire de Palerme Leoluca Orlando, qui a écrit une lettre à la nouvelle présidente du Parlement européen, Roberta Metsola, pour l'urgence des migrants."
26155	5	Mettre en place des RECS pour les sauvetages en mer
26155	7	"""Juste à ces heures - a écrit Orlando - j'ai envoyé une lettre à la nouvelle présidente du Parlement européen, Roberta Metsola, soulignant l'urgence de créer RECS (Rescue European Civil Service), un organisme européen chargé de sauver des vies en mer . Un appel que je relance, avec encore plus de force, après le drame qui a eu lieu hier soir""."
26155	9	"""L'UE ne peut pas rester indifférente"""
26155	11	"""L'Union européenne a le devoir d'œuvrer pour faire de la Méditerranée un lieu de paix et de dialogue et ne peut rester indifférente à un véritable génocide""."
26155	13	"Orlando a alors exprimé « sa tristesse pour la disparition de ces jeunes victimes et sa solidarité avec l'île de Lampedusa qui, avec Palerme et des dizaines d'autres villes européennes dont Potsdam, Paris, Barcelone, Athènes, Marseille, fait partie de l'Alliance internationale des ports. sure installé à Palerme en juin dernier à l'occasion de la conférence From Sea To The City. Lampedusa, ainsi que les nombreuses municipalités qui doivent faire face aux débarquements, ne peuvent pas être laissées seules par le gouvernement italien et les institutions européennes""."
26155	15	Lettre du maire Orlando
26155	17	"Ci-dessous, la lettre envoyée au Président Metsola : « Dans cette lettre qui, je l'espère, constituera le début d'une collaboration à l'attention de votre autorité espérée, je voudrais rappeler la position stratégique de nos deux îles et leur emplacement dans le centre de la Méditerranée que je considère ne doit pas être une mer qui divise mais un ""continent d'eau"", ""un continent liquide"" qui unit les peuples."
26155	19	"Au fil du temps, j'ai eu l'occasion de m'entretenir avec votre prédécesseur (David Sassoli, ndlr), auquel j'étais lié par une amitié ancienne et un fort partage de valeurs, avec des références aux enjeux critiques et aux perspectives d'avenir de l'espace méditerranéen. Une Méditerranée de dialogue, de paix, d'innovation et de respect des traditions, je pense qu'elle est importante pour renforcer le chemin de réalisation de la ""prophétie"" des Pères fondateurs de l'unité européenne."
26155	21	"La question de la mobilité humaine internationale et du respect du droit à la vie et des autres droits humains des migrants ne peut laisser insensible l'ensemble de l'Union européenne, qui ne peut peser sur nos deux îles du fardeau de l'accueillir, fût-il consciencieusement. En particulier, le 9 mai 2021 (Journée de l'Europe), j'ai adressé au Président David Sassoli, très remarqué, la proposition de créer le RECS (Rescue European Civil Service), un organisme européen qui prend en charge le sauvetage en mer des migrants et ce en tant que priorité et indépendamment des mesures nécessaires pour réglementer l'accès et l'accueil. Cette proposition a été partagée par de nombreux maires de toute l'Europe et a trouvé l'occasion d'être présentée et relancée en juin 2021 à l'occasion de l'initiative ""De la mer aux villes"" organisée à Palerme en accord avec le maire de Potsdam."
26155	23	Sauver des vies humaines en mer ne peut être confié exclusivement à l'engagement méritoire mais sporadique des navires marchands, des navires de croisière, des navires de pêche ou des ONG. Avec gratitude pour votre attention et dans l'attente d'avoir l'honneur de vous rencontrer, je vous adresse mes meilleurs vœux de respect pour votre travail », conclut Orlando.
26157	1	L'homophobie du patriarche de Moscou a révélé le caractère criminel de l'invasion russe
26157	3	Grâce à Kirill, le patriarche de l'Église orthodoxe de Moscou et de toute la Russie, l'opinion publique internationale a découvert les graves raisons qui ont poussé Vladimir Poutine à envahir l'Ukraine dans le but - comme on l'a dit autrefois - d'en faire un désert et de l'appeler la paix.
